uid	iids
1	111,256
2	300,316
3	320,181
4	294,11
5	40,24
6	153,272
7	433,582
8	233,685
9	483,487
10	321,340
11	736,51
12	204,216
13	917,916
14	50,269
15	476,934
16	152,404
17	126,151
18	923,59
19	211,435
20	82,87
21	436,675
22	550,250
23	91,694
24	655,742
25	1,174
26	1012,9
27	123,370
28	288,223
29	182,12
30	315,538
31	611,498
32	405,628
33	323,348
34	299,899
35	332,937
36	885,339
37	89,265
38	1030,452
39	352,347
40	294,754
41	430,1
42	121,845
43	124,316
44	176,183
45	764,820
46	181,125
47	301,327
48	181,187
49	386,518
50	544,123
51	172,83
52	204,191
53	546,1087
54	307,298
55	79,144
56	1047,410
57	304,199
58	367,191
59	321,323
60	684,272
61	304,347
62	1133,1130
63	405,300
64	191,651
65	98,185
66	763,249
67	405,833
68	1028,178
69	42,12
70	217,408
71	65,197
72	198,479
73	272,285
74	508,13
75	190,196
76	93,955
77	518,52
78	412,237
79	1008,7
80	466,237
81	1,3
82	71,310
83	127,298
84	31,385
85	272,182
86	683,270
87	87,1189
88	261,326
89	880,187
90	141,385
91	234,230
92	268,307
93	476,235
94	302,690
95	1116,445
96	1154,1232
97	32,663
98	629,25
99	433,273
100	690,272
101	121,181
102	175,202
103	487,96
104	50,181
105	288,327
106	275,313
107	902,312
108	718,290
109	53,1157
110	41,94
111	311,286
112	1106,339
113	979,975
114	156,522
115	4,178
116	900,344
117	222,298
118	288,1079
119	995,917
120	742,405
121	25,717
122	1168,1044
123	285,276
124	195,96
125	94,158
126	878,681
127	62,449
128	88,684
129	1176,906
130	272,669
131	285,536
132	664,137
133	269,316
134	15,1
135	581,77
136	525,89
137	89,261
138	493,602
139	458,127
140	304,880
141	333,300
142	7,425
143	347,325
144	65,480
145	572,354
146	1022,331
147	339,301
148	1012,993
149	303,340
150	628,410
151	1299,966
152	313,272
153	79,258
154	484,187
155	321,306
156	318,510
157	1258,407
158	70,290
159	258,259
160	531,302
161	186,69
162	174,710
163	318,98
164	370,934
165	176,432
166	343,894
167	530,133
168	819,225
169	443,174
170	304,749
171	269,327
172	183,582
173	260,292
174	709,238
175	9,88
176	458,117
177	307,92
178	302,342
179	301,895
180	961,98
181	280,974
182	471,111
183	222,241
184	632,283
185	237,287
186	829,98
187	275,462
188	216,455
189	512,150
190	628,405
191	316,86
192	108,1061
193	127,366
194	51,737
195	591,421
196	108,1118
197	449,554
198	942,101
199	14,473
200	866,831
201	233,227
202	96,484
203	815,93
204	9,297
205	289,316
206	1127,302
207	316,302
208	739,402
209	321,242
210	167,94
211	117,257
212	735,511
213	176,31
214	98,89
215	54,226
216	182,216
217	761,391
218	33,203
219	879,906
220	289,298
221	751,346
222	895,1226
223	216,155
224	403,239
225	604,1443
226	25,250
227	324,1008
228	812,427
229	286,882
230	420,100
231	471,846
232	52,4
233	313,269
234	867,152
235	923,52
236	729,79
237	185,191
238	111,458
239	272,269
240	898,245
241	880,292
242	331,268
243	157,285
244	1188,1057
245	181,258
246	260,816
247	258,50
248	249,405
249	469,216
250	1161,1014
251	685,25
252	410,124
253	732,4
254	1443,258
255	597,763
256	765,783
257	245,345
258	323,873
259	959,39
260	990,322
261	410,125
262	923,179
263	622,50
264	1009,1355
265	282,273
266	124,508
267	1240,464
268	433,178
269	922,1017
270	559,860
271	257,248
272	12,514
273	303,316
274	629,88
275	199,423
276	316,915
277	221,302
278	22,173
279	230,269
280	1168,200
281	304,322
282	294,343
283	433,49
284	344,301
285	168,198
286	1074,1060
287	100,291
288	197,435
289	24,455
290	88,120
291	582,496
292	1039,631
293	206,416
294	520,902
295	196,1170
296	209,204
297	750,752
298	252,820
299	333,915
300	1012,409
301	1228,719
302	301,271
303	1226,249
304	278,271
305	1456,778
306	13,1514
307	449,313
308	928,122
309	286,319
310	845,257
311	276,9
312	573,835
313	309,1210
314	983,1145
315	340,305
316	191,582
317	748,260
318	72,158
319	268,880
320	433,250
321	519,428
322	50,528
323	64,238
324	1094,827
325	737,386
326	445,444
327	1100,435
328	344,1483
329	174,651
330	422,215
331	682,268
332	302,728
333	88,100
334	603,1525
335	323,322
336	276,121
337	67,631
338	175,382
339	240,194
340	1133,405
341	880,330
342	381,428
343	357,81
344	298,1014
345	534,295
346	385,1217
347	404,85
348	834,831
349	847,125
350	98,195
351	1105,1316
352	86,234
353	346,332
354	387,737
355	336,300
356	316,748
357	833,105
358	469,318
359	751,268
360	23,172
361	611,269
362	350,332
363	444,859
364	948,1048
365	762,287
366	561,559
367	443,452
368	183,11
369	172,196
370	57,209
371	77,431
372	1273,574
373	278,380
374	963,288
375	356,1217
376	111,762
377	443,234
378	269,703
379	188,701
380	196,443
381	995,294
382	1268,334
383	603,488
384	289,271
385	1159,487
386	405,825
387	547,201
388	323,678
389	1298,347
390	515,283
391	544,696
392	8,173
393	303,302
394	227,313
395	365,315
396	546,841
397	273,346
398	203,684
399	779,817
400	343,323
401	566,462
402	510,95
403	925,476
404	66,22
405	404,794
406	543,491
407	313,7
408	358,748
409	285,482
410	873,272
411	603,1197
412	436,173
413	237,628
414	433,100
415	185,480
416	755,1483
417	725,1016
418	269,288
419	181,14
420	319,690
421	427,87
422	441,53
423	620,10
424	15,25
425	168,198
426	185,505
427	680,289
428	1313,316
429	168,144
430	514,152
431	322,538
432	255,258
433	137,919
434	476,546
435	834,313
436	941,581
437	151,955
438	815,476
439	1328,290
440	921,515
441	282,9
442	628,159
443	748,12
444	515,906
445	902,1143
446	269,302
447	55,156
448	902,884
449	1372,337
450	749,245
451	336,1022
452	269,631
453	67,73
454	88,1107
455	313,307
456	346,258
457	428,527
458	304,847
459	174,186
460	713,20
461	285,9
462	315,289
463	127,50
464	603,194
465	318,202
466	546,357
467	1226,288
468	856,44
469	10,127
470	125,181
471	102,94
472	91,90
473	116,256
474	221,285
475	316,259
476	288,245
477	546,846
478	255,739
479	168,915
480	504,642
481	430,202
482	257,298
483	173,1152
484	141,197
485	346,341
486	823,100
487	272,833
488	190,185
489	1613,353
490	919,150
491	900,258
492	527,474
493	118,333
494	15,126
495	54,470
496	217,87
497	395,584
498	448,558
499	915,902
500	83,298
501	1534,1007
502	358,687
503	900,778
504	125,409
505	385,648
506	873,568
507	118,405
508	228,378
509	181,50
510	323,678
511	1527,294
512	23,1
513	435,252
514	31,313
515	682,1399
516	169,191
517	740,300
518	370,280
519	330,346
520	25,283
521	239,68
522	430,530
523	794,727
524	310,898
525	405,269
526	475,248
527	183,1101
528	203,168
529	260,875
530	1226,1136
531	1316,313
532	531,491
533	303,297
534	763,1047
535	498,258
536	84,94
537	610,715
538	199,216
539	215,285
540	117,1226
541	215,225
542	12,230
543	302,936
544	749,300
545	739,578
546	569,590
547	312,319
548	460,1278
549	288,237
550	121,15
551	779,780
552	1014,121
553	661,22
554	215,328
555	87,129
556	481,493
557	337,750
558	19,253
559	216,502
560	222,405
561	130,1009
562	88,504
563	781,153
564	50,257
565	971,1018
566	959,387
567	293,248
568	653,30
569	274,287
570	286,327
571	114,357
572	14,13
573	478,216
574	213,100
575	168,357
576	257,248
577	313,531
578	1016,222
579	66,845
580	866,3
581	127,919
582	472,1215
583	357,425
584	423,40
585	1155,70
586	3,358
587	338,1625
588	1428,570
589	892,689
590	276,127
591	381,856
592	354,345
593	223,1016
594	269,199
595	844,1010
596	295,181
597	225,825
598	312,22
599	546,471
600	449,450
601	431,382
602	125,117
603	923,216
604	670,567
605	12,462
606	307,326
607	56,30
608	969,76
609	877,408
610	402,117
611	336,886
612	1063,604
613	279,1
614	756,717
615	629,732
616	355,937
617	635,668
618	7,28
619	665,576
620	1043,112
621	268,333
622	90,1411
623	275,204
624	905,312
625	4,385
626	272,923
627	541,53
628	168,845
629	381,729
630	568,272
631	289,886
632	480,258
633	423,234
634	272,269
635	255,1
636	106,235
637	25,291
638	204,523
639	516,958
640	1228,691
641	30,209
642	862,815
643	268,255
644	255,597
645	434,87
646	1022,1176
647	196,73
648	145,563
649	252,254
650	445,1110
651	327,306
652	96,699
653	272,245
654	678,269
655	1650,1645
656	303,896
657	117,1009
658	273,151
659	212,387
660	195,209
661	568,272
662	515,985
663	187,655
664	202,408
665	313,315
666	162,792
667	660,124
668	347,354
669	490,82
670	479,191
671	559,255
672	476,1061
673	79,528
674	282,111
675	650,1101
676	265,520
677	1240,101
678	276,117
679	727,73
680	117,248
681	294,289
682	96,125
683	588,248
684	239,49
686	467,181
687	895,678
688	338,877
689	15,328
690	118,197
691	205,170
692	411,412
693	272,313
694	71,179
695	358,678
696	234,520
697	246,7
698	588,512
699	269,270
700	531,318
701	237,275
702	229,227
703	121,591
704	211,131
705	83,196
706	148,237
707	1024,902
708	284,126
709	728,203
710	265,346
711	909,316
712	294,142
713	344,347
714	685,300
715	182,193
716	673,141
717	246,127
718	841,751
719	735,220
720	316,902
721	111,8
722	476,130
723	174,164
724	328,895
725	881,258
726	832,1
727	233,982
728	147,285
729	748,272
730	125,257
731	357,480
732	288,245
733	1085,1338
734	15,121
735	298,285
736	532,515
737	127,175
738	177,136
739	187,97
740	288,294
741	180,283
742	1012,237
743	298,9
744	237,1
745	64,10
746	132,64
747	403,672
748	657,199
749	223,620
750	304,331
751	142,738
752	902,589
753	174,64
754	276,291
755	323,748
756	251,55
757	204,168
758	270,902
759	405,281
760	1135,375
761	840,125
762	955,421
763	151,1039
764	356,14
765	42,507
766	217,559
767	615,495
768	70,255
769	546,934
770	326,937
771	304,892
772	307,312
773	59,1555
774	98,219
775	333,264
776	635,661
777	42,652
778	197,262
779	95,225
780	526,385
781	64,135
782	1391,1662
783	895,343
784	898,678
785	183,152
786	69,289
787	329,304
788	218,662
789	1008,181
790	470,250
791	50,181
792	13,1015
793	508,591
794	257,248
795	231,1
796	1036,485
797	257,781
798	690,270
799	50,427
800	289,751
801	343,358
802	7,413
803	305,307
804	552,363
805	150,352
806	143,131
807	1138,254
808	294,340
809	328,299
810	331,326
811	988,901
812	873,881
813	271,890
814	200,665
815	528,427
816	309,294
817	546,281
818	245,887
819	345,315
820	313,343
821	70,71
822	71,111
823	566,17
824	322,325
825	117,286
826	576,53
827	748,272
828	346,1646
829	275,124
830	402,49
831	591,237
832	307,471
833	1143,344
834	282,762
835	237,23
836	663,174
837	285,845
838	143,354
839	235,1085
840	949,1674
841	888,1294
842	902,886
843	176,135
844	432,83
845	286,909
846	1041,1044
847	474,79
848	214,732
849	15,133
850	648,22
851	1143,915
852	969,568
853	678,1025
854	469,49
855	198,529
856	316,322
857	116,275
858	333,334
859	381,421
860	347,312
861	1227,949
862	737,1110
863	1237,1431
864	333,257
865	1240,294
866	315,319
867	79,956
868	755,550
869	249,253
870	1664,272
871	202,781
872	1061,476
873	342,328
874	654,357
875	461,56
876	48,531
877	566,164
878	427,530
879	121,117
880	762,815
881	106,409
882	969,393
883	273,752
884	582,381
885	419,143
886	550,1014
887	1035,1029
888	535,762
889	1113,217
890	151,1149
891	281,471
892	68,5
893	121,96
894	1592,904
895	151,742
896	176,183
897	186,646
898	309,1296
899	663,724
900	483,618
901	476,864
902	497,79
903	98,528
904	421,603
905	7,458
906	544,696
907	781,129
908	631,434
909	1121,14
910	313,1012
911	923,197
912	14,15
913	750,258
914	155,402
915	268,347
916	568,190
917	237,150
918	1171,143
919	895,305
920	258,347
921	755,526
922	258,257
923	174,168
924	237,129
925	185,5
926	286,258
927	230,1016
928	1007,246
929	56,419
930	64,709
931	909,315
932	357,614
933	177,186
934	755,153
935	148,846
936	1097,20
937	295,93
938	476,225
939	1023,1051
940	354,316
941	1,15
942	662,31
943	151,840
